queueT, repeat, sampNumb, myHF2LI.ac, myHF2LI.dc, pd.Timestamp.now() #now, time.time, myHF2LI.sigins[1-1].diff, myHF2LI.sigins[2-1].diff, dem(1-1)['x'] # TX1, dem(1-1)['y'] # TY1, dem(2-1)['x'] # TX2, dem(2-1)['y'] # TY2, dem(3-1)['y'] # Y1, dem(3-1)['x'] # X1,  dem(4-1)['x'] # X2, dem(4-1)['y'] # Y2, myHF2LI.sigins[1-1].ac #acCoupled1, myHF2LI.sigins[2-1].ac #acCoupled2, purpose, TM620.Tmag #Tmag, TM620.Tshield #Tshield, LK336.get_sample_temp() #Tsamp, LK336.get_vti_temp() #Tvti, scanner.x #x, scanner.y #y, scanner.z #z                 ;
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:13.366518,1747261333.3665514,0,1,1.5007063293352362e-07,-6.915404044284586e-07,-7.459092118255832e-07,7.084290214938224e-08,-6.583978793740073e-08,1.2512983477363203e-07,-9.60445623728408e-08,-1.1612994410779225e-07,1,1,Scanner function Test,4.28,53.26,0.0,300.002,1.7778286411841009,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:20.241861,1747261340.2418928,0,1,2.5482822542076074e-07,1.4054054705228534e-07,1.0004658187135506e-08,4.130510882827895e-07,4.797194316015811e-09,9.661289240008853e-08,-1.1254587663791705e-07,-5.301929983859493e-08,1,1,Scanner function Test,4.28,53.26,0.0,300.003,1.5556572823682,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:26.958162,1747261346.9581947,0,1,7.435307760351629e-07,-8.977357369533768e-07,-3.0193161712891047e-07,-3.8986279623529935e-07,-2.251187046860041e-08,-1.3234764178910273e-07,-1.6883319165387033e-07,-2.911173022408891e-07,1,1,Scanner function Test,4.29,53.25,0.0,299.998,1.333485923552301,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:33.626508,1747261353.6265445,0,1,3.2742245900546683e-07,-1.2024629726285324e-06,1.638628747376931e-07,-6.475496040133117e-07,-2.152150799611207e-07,-1.3546444701986775e-07,-1.1849837762360408e-07,-1.3202869065305016e-07,1,1,Scanner function Test,4.28,53.27,0.0,300.0,1.1113145647364,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:40.649126,1747261360.6491566,0,1,-6.382536370913095e-07,-5.929060108896813e-07,7.043689325297556e-07,-2.620612090461185e-08,-2.741914249185127e-08,-1.182977306426582e-07,2.0724459213895448e-08,-1.0675860973376647e-07,1,1,Scanner function Test,4.28,53.26,0.0,299.997,0.8891432059205009,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:47.480818,1747261367.4808495,0,1,9.069491034633543e-07,-5.513079619805358e-07,2.346282439849907e-08,-4.736128995777998e-07,-4.4355831717144726e-08,-5.0114815310041316e-08,-1.0825464803956953e-07,1.3700012896969994e-08,1,1,Scanner function Test,4.29,53.24,0.0,299.995,0.6666666666666661,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:22:54.270478,1747261374.2705088,0,1,4.683466165602233e-07,-1.945518416231307e-07,-6.726739382334451e-09,1.07317242433118e-06,2.1077444339999934e-07,1.270360986133018e-07,-4.619667570945417e-08,1.1068098007897332e-08,1,1,Scanner function Test,4.28,53.23,0.0,300.0,0.44449530785076696,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:01.041846,1747261381.0418775,0,1,2.0467001203292609e-07,3.1785449348742574e-07,-2.1415753083066691e-07,9.821036964453329e-08,-1.388415997389901e-07,-1.7177747652069825e-07,4.1320820882360784e-08,-1.3896382125022617e-07,1,1,Scanner function Test,4.29,53.24,0.0,299.998,0.22232394903486608,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:07.755511,1747261387.7555413,0,1,-6.027566167746356e-07,1.0168312153775916e-06,-5.86682475244406e-07,2.0706225678793337e-08,-2.530746033147004e-07,-1.408524569873138e-09,-1.5778091976473562e-07,-5.42694065265967e-08,1,1,Scanner function Test,4.28,53.24,0.0,300.001,0.00015259021896696368,0.22232394903486608,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:14.435799,1747261394.4358282,0,1,-1.6562826851310095e-07,3.7938698631147623e-07,6.991643464457008e-08,-1.0970111312794915e-06,1.6417788397685997e-07,9.548767102549081e-08,-3.80567230611318e-08,-1.3208094818381584e-07,1,1,Scanner function Test,4.28,53.22,0.0,300.006,0.00015259021896696368,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:21.340810,1747261401.3408394,0,1,4.044097169573091e-07,1.504116763524973e-07,-7.608570992716092e-07,2.721198362141168e-07,1.0045934438350837e-07,1.0943071669672638e-07,-9.554267070554704e-08,-2.2921390878363838e-08,1,1,Scanner function Test,4.29,53.24,0.0,300.003,0.22232394903486608,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:28.238492,1747261408.2385216,0,1,-2.262294796978961e-07,1.0118613816915151e-07,1.3414105479311243e-06,-4.0781064956590787e-07,5.4239869661381314e-08,-6.74082189844744e-08,-7.564453859357906e-08,3.673046296997525e-08,1,1,Scanner function Test,4.28,53.22,0.0,299.996,0.44449530785076696,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:35.192019,1747261415.192066,0,1,4.948042126456163e-07,7.842024841272447e-07,1.454249931958698e-07,-4.5341773227647295e-07,-2.3677307421222165e-07,-1.2220239453816034e-07,-6.311706873324948e-08,1.0015872647414119e-07,1,1,Scanner function Test,4.28,53.25,0.0,299.993,0.6666666666666661,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:41.994712,1747261421.994744,0,1,2.923588374764262e-07,-1.0949224303699005e-06,3.6968359159028404e-07,-5.212659894267099e-07,9.79267736458763e-08,2.3067116526376076e-08,-1.598007085850343e-08,-2.3569243235037603e-08,1,1,Scanner function Test,4.29,53.28,0.0,299.995,0.8891432059205009,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:48.913608,1747261428.913639,0,1,8.586842384769168e-07,6.521758605254445e-07,-1.9145673323942138e-07,7.052404175517169e-07,2.5093596190943694e-07,3.123707612264935e-08,-8.095639515787035e-08,-1.3686474514186923e-07,1,1,Scanner function Test,4.28,53.27,0.0,299.994,1.1113145647364,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:23:55.732903,1747261435.7329345,0,1,1.8939362325502838e-07,4.556229859146878e-07,1.150175898314831e-06,-2.1433033291962683e-09,2.8401458714849903e-08,-1.1000797829594905e-07,-1.9396514659603274e-07,-3.360684153954516e-08,1,1,Scanner function Test,4.28,53.25,0.0,299.99,1.333485923552301,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:02.608199,1747261442.6082294,0,1,-3.976755029978129e-07,-7.598078713384963e-07,3.187128029835426e-07,7.264108271410302e-07,-6.662474775860215e-08,2.440975116615336e-08,-1.8972695899967675e-08,-4.936370144579758e-08,1,1,Scanner function Test,4.29,53.25,0.0,299.986,1.5556572823682,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:09.578765,1747261449.5787964,0,1,3.9042503646316156e-07,6.213977054650598e-07,1.8536571297908166e-07,-2.0334460480807376e-07,1.0726512388129287e-07,2.1011021649470484e-07,-2.0339915866812828e-07,-1.9945336253326785e-07,1,1,Scanner function Test,4.28,53.24,0.0,299.992,1.7778286411841009,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:16.476739,1747261456.4767694,0,1,-3.3956864689331957e-07,-6.663605809744803e-07,1.7529783760544252e-08,-2.1395888444101212e-07,-8.168549348066707e-09,-1.2768645807789835e-07,-1.2800282375890558e-07,1.183644823911025e-08,1,1,Scanner function Test,4.28,53.23,0.0,299.993,2.0,0.44449530785076696,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:23.418087,1747261463.418117,0,1,2.496407421827539e-08,2.3998371517751427e-07,-8.410814825732341e-07,2.9421202586154757e-07,6.219547153025595e-08,-1.7296670749444975e-07,-1.1110186082151189e-07,-1.1056541807315716e-07,1,1,Scanner function Test,4.29,53.23,0.0,299.99,2.0,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:30.458266,1747261470.458297,0,1,-7.814306828777185e-07,-7.813824148455384e-07,5.460058263301326e-07,-2.5636684812634583e-07,-2.4214118401053056e-08,2.47071881823435e-07,-1.6875265081185066e-08,-2.2627761532331434e-07,1,1,Scanner function Test,4.28,53.25,0.0,300.002,1.7778286411841009,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:37.310434,1747261477.310464,0,1,8.091378002266096e-07,-1.3039830597027413e-06,6.835317117190088e-07,-5.807779393498648e-07,3.784871145066272e-09,2.84104372950984e-07,-4.2306662725875844e-08,-1.2834410382489553e-07,1,1,Scanner function Test,4.28,53.23,0.0,299.991,1.5556572823682,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:44.224283,1747261484.224312,0,1,5.180286107014302e-07,-1.2922010990918384e-07,-6.552892119449383e-07,-7.668814817762356e-08,8.16528227305482e-08,7.120797608283224e-08,-3.9728572310020604e-08,-8.69130485410545e-08,1,1,Scanner function Test,4.28,53.24,0.0,299.996,1.333485923552301,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:51.029125,1747261491.0291538,0,1,3.6786156839129474e-07,2.1693541309212136e-07,2.250387415497039e-07,-3.6175027809119434e-07,-1.3571601963049532e-08,6.4340459052449e-08,-6.8351439993302e-08,2.446819811960343e-08,1,1,Scanner function Test,4.28,53.24,0.0,300.004,1.1113145647364,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:24:58.062874,1747261498.0629044,0,1,6.417784703179455e-07,-1.2051450789521176e-07,-6.6143673494111104e-09,4.521356522616091e-07,4.107802314946298e-08,8.065052799128982e-08,1.0896392454035168e-07,-2.0499015368650709e-07,1,1,Scanner function Test,4.29,53.26,0.0,300.009,0.8891432059205009,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:04.905149,1747261504.9051795,0,1,2.220703209144989e-07,-3.9358703597808113e-07,-2.7104400385381804e-07,1.217904182167234e-06,9.414636828679751e-08,-2.41429322054703e-07,-1.310900137773326e-07,-2.520874295701014e-07,1,1,Scanner function Test,4.28,53.25,0.0,300.006,0.6666666666666661,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:11.643018,1747261511.6430488,0,1,2.3245529572264442e-07,6.665616344313567e-07,6.668840547513002e-07,5.947479240651857e-07,-1.214740796865895e-08,1.3182921887894307e-08,1.491633630571215e-07,-1.68599795575683e-07,1,1,Scanner function Test,4.28,53.26,0.0,300.004,0.44449530785076696,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:18.456114,1747261518.4561434,0,1,-7.81255473721537e-08,-3.0648046742670696e-07,2.4783670864405225e-07,4.236279950299191e-07,-7.629176417327213e-08,-6.606252880691622e-08,-1.8764919330866354e-07,-3.666292775030506e-08,1,1,Scanner function Test,4.29,53.26,0.0,300.011,0.22232394903486608,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:25.162656,1747261525.1626852,0,1,3.662142475974929e-07,4.126617768316357e-07,-4.2601086489153706e-07,-1.0866641627958972e-07,-2.1805484976641726e-07,5.838325723940673e-08,3.4106171255930324e-07,-2.3670922130731304e-07,1,1,Scanner function Test,4.28,53.26,0.0,300.008,0.00015259021896696368,0.6666666666666661,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:32.167546,1747261532.1675785,0,1,-6.753115771573053e-08,4.264742886755659e-07,-3.595062580019371e-07,-2.616426327250602e-07,-1.0571753316882741e-07,2.493951873966366e-07,2.652481008751809e-07,-1.227497275365547e-07,1,1,Scanner function Test,4.28,53.24,0.0,300.008,0.00015259021896696368,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:39.038580,1747261539.038613,0,1,-5.855035190568248e-07,3.5740767544796286e-07,8.237267812811228e-07,9.301436032105211e-07,-1.7492013630191705e-08,1.8062278831367341e-07,-4.8261592472363085e-08,-1.924517152290153e-07,1,1,Scanner function Test,4.29,53.24,0.0,300.006,0.22232394903486608,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:46.034080,1747261546.0341146,0,1,1.2461475687555442e-07,2.5504777528891873e-07,-5.807591895630861e-07,1.0782683123270182e-06,-9.077853887526303e-08,-1.705247843776511e-07,6.016173692213675e-08,7.1624077650893e-08,1,1,Scanner function Test,4.28,53.25,0.0,300.004,0.44449530785076696,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:52.855254,1747261552.8552833,0,1,-2.32881219933116e-08,4.953504902171669e-07,-1.1229183957853816e-07,-5.26214919634283e-07,3.359978246380005e-07,-5.4972493604694464e-08,-4.876395422239237e-08,-3.545669545095214e-08,1,1,Scanner function Test,4.28,53.26,0.0,300.004,0.6666666666666661,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:25:59.769204,1747261559.7693295,0,1,-4.5770547912460204e-07,-3.4735297560016815e-07,-1.3991990377236262e-07,3.820592109906781e-07,-2.3567441251218097e-08,2.6806616852752086e-07,5.65883246609334e-08,-3.149976618997206e-07,1,1,Scanner function Test,4.28,53.27,0.0,299.996,0.8891432059205009,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:06.591746,1747261566.5917757,0,1,-2.8065111588614695e-07,2.8072560828226754e-07,-1.0345338012270958e-06,3.0775291917268444e-07,2.8030829816738776e-07,9.543776390840274e-09,-1.617332187107708e-07,-2.4496982852441976e-07,1,1,Scanner function Test,4.28,53.26,0.0,299.997,1.1113145647364,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:13.627245,1747261573.6272743,0,1,1.1431035547545767e-08,-1.185080146656253e-06,3.539361777634472e-07,-5.781423274299806e-07,-6.42031165465536e-09,-4.2110873266530367e-08,-5.444874309019886e-08,-1.6099981129623178e-07,1,1,Scanner function Test,4.28,53.27,0.0,299.995,1.333485923552301,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:20.447180,1747261580.4472094,0,1,-3.4129717453391264e-07,-1.4025081217145594e-07,-1.3653024637338074e-07,-2.675782071179851e-07,-4.746088487952164e-08,1.2347357660213808e-07,1.211286472231024e-07,-5.197830162077847e-08,1,1,Scanner function Test,4.28,53.25,0.0,299.997,1.5556572823682,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:27.337752,1747261587.337782,0,1,3.5304290244874316e-07,3.9885357237115466e-08,-5.026993931324062e-07,5.82380666056193e-07,8.901854911346361e-08,-2.7545594747707055e-08,9.176069840401649e-08,-2.790567028840568e-07,1,1,Scanner function Test,4.28,53.26,0.0,299.999,1.7778286411841009,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:34.210630,1747261594.21066,0,1,1.288296582682935e-07,-4.7447665664710235e-07,-4.409443099342336e-08,-4.044519039775611e-08,-4.686309633418111e-08,7.482267727763906e-08,-1.2647693519939677e-07,1.6666422991216557e-07,1,1,Scanner function Test,4.29,53.24,0.0,299.993,2.0,0.8891432059205009,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:41.237958,1747261601.2379866,0,1,2.031701557783833e-07,-5.31701639334257e-07,8.057972976740474e-07,2.6773225942016637e-07,2.0624167062271543e-07,3.5019283465547656e-08,9.887845614394333e-08,-8.579793394527054e-09,1,1,Scanner function Test,4.28,53.27,0.0,299.994,2.0,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:48.025252,1747261608.0252826,0,1,7.493371289246134e-07,-2.411492424637541e-07,4.6019197956449656e-08,-3.3059269322403923e-07,-1.4718290449236164e-08,-1.744554595178522e-07,2.6145218278582986e-09,-1.3532647773699163e-07,1,1,Scanner function Test,4.28,53.25,0.0,300.004,1.7778286411841009,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:26:54.969847,1747261614.9698744,0,1,1.4966738583003433e-07,-1.781089120570051e-07,6.177123588610688e-07,2.175773399137928e-07,4.516406063375454e-08,2.429995550855962e-07,-1.0474226818686163e-07,-2.6468494175802396e-07,1,1,Scanner function Test,4.29,53.26,0.0,299.999,1.5556572823682,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:01.733224,1747261621.7332535,0,1,4.570358076860081e-07,-1.3302435296514615e-06,-2.7407754199175427e-08,-7.042468055401975e-07,-1.3148762542446278e-07,-7.032829459042287e-08,7.717066219445562e-08,-2.5972345352594275e-07,1,1,Scanner function Test,4.28,53.27,0.0,300.0,1.333485923552301,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:08.654940,1747261628.6549697,0,1,3.809449922425825e-07,8.511302280968492e-07,3.6902392848382195e-07,5.291463474469247e-07,-1.268324744416976e-07,-1.5121221865990004e-07,-1.3698555640489873e-07,-3.4521309154383254e-08,1,1,Scanner function Test,4.28,53.27,0.0,300.002,1.1113145647364,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:15.463692,1747261635.4637206,0,1,-1.1192772632056188e-06,6.316457308170721e-07,2.1403502377786323e-07,-4.6712623347888106e-07,5.877836177861411e-08,-1.2921626399353652e-07,-4.621876959802377e-08,-2.042718672666274e-07,1,1,Scanner function Test,4.29,53.25,0.0,299.992,0.8891432059205009,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:22.155689,1747261642.1557162,0,1,5.801945422680023e-07,6.801447147627456e-08,-3.9248079855814136e-07,3.2526458658519257e-07,-1.1826145592490031e-07,4.287185886822009e-08,-1.194476313608709e-07,1.0549424386945382e-07,1,1,Scanner function Test,4.28,53.25,0.0,299.993,0.6666666666666661,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:28.847376,1747261648.8474061,0,1,7.205823038955914e-07,-1.1733630501725845e-06,1.122636895608205e-06,-1.256566242504792e-06,-8.971176445411537e-08,2.1587969860202813e-07,8.878852196154751e-08,-3.4965607851863153e-07,1,1,Scanner function Test,4.29,53.26,0.0,300.002,0.44449530785076696,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:35.735128,1747261655.7351575,0,1,1.583862900575994e-07,-7.325262981368312e-08,-6.038096453402036e-07,-5.886603243740557e-07,1.5516686801961284e-07,-2.5359451482018925e-07,-1.3458977974330395e-07,-7.861397288675749e-08,1,1,Scanner function Test,4.28,53.28,0.0,299.997,0.22232394903486608,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:42.434305,1747261662.434335,0,1,-1.3075277829058924e-06,-5.516985403091747e-08,-3.902156216148839e-07,8.516022666477763e-07,-2.0176577785642982e-07,-2.959986413665636e-07,-2.0170349189397297e-07,9.61225177598151e-09,1,1,Scanner function Test,4.28,53.27,0.0,300.003,0.00015259021896696368,1.1113145647364,0.00015259021896696368
2025-05-14 15:20:53.157541,,,0.0,0.0,2025-05-14 15:27:49.078388,1747261669.078419,0,1,6.361563214148203e-07,-1.5744192157392356e-06,2.0503145217940894e-08,-2.0116025464836211e-07,-1.0008586365013506e-07,-8.38000039721737e-08,-1.3072953866630878e-07,3.794977923880024e-09,1,1,Scanner function Test,4.29,53.26,0.0,300.009,0.00015259021896696368,1.333485923552301,0.00015259021896696368
